-1.7575,-0.38047,1.2756
-2.75,-0.5,1.25
-0.894353,-0.465218,0.777809
-1.3044,-0.391842,0.966915
-1.77277,-0.360267,1.464
-2.75,-0.5,1.25
0.09803,-0.564661,0.850526
-0.894353,-0.465218,0.777809
0.799291,-0.451631,1.55441
0.607694,-0.613652,1.68335
-2.13871,-0.684665,2.13515
-1.79701,-0.557395,1.3761
1.62333,-0.113436,2.00893
0.799291,-0.451631,1.55441
1.37123,0.846359,1.88547
1.62333,-0.113436,2.00893
2.00127,1.31153,1.90097
1.37123,0.846359,1.88547
2.05767,2.29643,1.73729
2.00127,1.31153,1.90097
-1.79701,-0.557395,1.3761
-2.75,-0.5,1.25
2.30443,-0.480393,2.64252
2.12166,-0.505176,2.00062
1.75117,2.42218,0.793762
2.05767,2.29643,1.73729
0.90352,2.70394,1.24332
1.75117,2.42218,0.793762
2.0012,1.08928,2.29696
1.72132,0.472869,2.32021
1.75713,1.97524,0.665062
1.75117,2.42218,0.793762
-2.27404,-0.334246,2.48452
-2.75,-0.5,1.25
1.72132,0.472869,2.32021
1.62333,-0.113436,2.00893
2.12166,-0.505176,2.00062
-2.75,-0.5,1.25
1.621,1.69128,0.456349
1.75713,1.97524,0.665062
0.102732,2.74753,1.84068
0.90352,2.70394,1.24332
1.06634,1.97089,0.202335
1.621,1.69128,0.456349
1.53479,-0.512887,0.879658
0.799291,-0.451631,1.55441
-0.767333,2.74505,1.34775
0.102732,2.74753,1.84068
1.18386,2.71533,0.301272
1.06634,1.97089,0.202335
0.731194,2.72801,1.70636
0.90352,2.70394,1.24332
1.20873,2.66919,0.714063
1.18386,2.71533,0.301272
1.68184,1.51288,1.06248
1.75713,1.97524,0.665062
-0.887562,2.5975,0.707952
-0.767333,2.74505,1.34775
1.13622,2.42044,0.989486
1.20873,2.66919,0.714063
-0.0634366,2.24394,0.808699
-0.887562,2.5975,0.707952
-1.3044,-0.391842,0.966915
-2.75,-0.5,1.25
2.07847,1.5698,2.60611
2.0012,1.08928,2.29696
2.50587,1.63456,1.74419
2.00127,1.31153,1.90097
1.77448,2.50898,1.6476
2.05767,2.29643,1.73729
-1.77885,2.52974,0.453454
-0.887562,2.5975,0.707952
0.091655,2.17695,1.95468
0.102732,2.74753,1.84068
1.16138,2.10775,1.28522
1.13622,2.42044,0.989486
-0.783074,1.70537,1.84307
0.091655,2.17695,1.95468
1.62493,1.04691,0.788102
1.68184,1.51288,1.06248
1.28493,0.19993,2.42507
1.72132,0.472869,2.32021
1.57962,0.564465,1.76682
1.37123,0.846359,1.88547
2.43866,0.794735,0.349911
1.62493,1.04691,0.788102
1.08543,1.6845,2.05411
1.16138,2.10775,1.28522
1.90551,-0.702486,1.39909
1.53479,-0.512887,0.879658
-0.841034,1.44592,2.80708
-0.783074,1.70537,1.84307
2.33614,1.05982,0.781192
2.43866,0.794735,0.349911
-0.995533,-0.349802,2.09312
-1.77277,-0.360267,1.464
1.5461,2.55593,2.54669
1.77448,2.50898,1.6476
0.202456,-0.234774,1.31329
0.09803,-0.564661,0.850526
1.54121,2.30101,0.308132
1.75713,1.97524,0.665062
-1.65211,-0.697285,0.399616
-1.47167,-0.717598,0.363827
1.43442,1.21681,2.0007
1.37123,0.846359,1.88547
0.607694,-0.613652,1.68335
-2.75,-0.5,1.25
-1.80022,1.61107,2.57753
-0.841034,1.44592,2.80708
-2.73316,-0.646688,1.20204
-2.75,-0.5,1.25
-0.679012,-0.571035,0.813964
-2.75,-0.5,1.25
-1.11717,1.37625,2.49224
-0.841034,1.44592,2.80708
-1.6385,1.74448,1.32663
-0.783074,1.70537,1.84307
-1.47189,-0.741416,2.74019
-0.995533,-0.349802,2.09312
-0.609097,-0.72499,0.927878
-2.75,-0.5,1.25
-2.19777,2.47559,2.27006
-1.80022,1.61107,2.57753
-0.0366567,2.10773,1.8854
0.091655,2.17695,1.95468
1.81553,0.0203037,2.17455
1.62333,-0.113436,2.00893
0.28494,2.69822,1.63005
0.102732,2.74753,1.84068
1.85007,2.45562,1.32306
1.77448,2.50898,1.6476
0.057275,-0.712002,2.05929
0.607694,-0.613652,1.68335
1.55851,2.23824,2.34926
1.5461,2.55593,2.54669
-0.436846,2.08159,2.1716
-0.0366567,2.10773,1.8854
1.70103,1.65801,2.49169
2.07847,1.5698,2.60611
0.533828,2.01339,0.948032
-0.0634366,2.24394,0.808699
1.81375,-0.0912628,0.226338
1.53479,-0.512887,0.879658
-0.571421,1.95568,2.13616
-0.436846,2.08159,2.1716
-0.803647,2.29627,1.93752
-0.571421,1.95568,2.13616
-2.315,2.37145,2.49799
-2.19777,2.47559,2.27006
1.883,2.60872,2.3493
1.5461,2.55593,2.54669
2.47227,0.0680062,0.645424
2.43866,0.794735,0.349911
1.53856,1.82079,0.259966
1.621,1.69128,0.456349
-0.930288,1.57619,0.749525
-1.6385,1.74448,1.32663
-0.385554,-0.532991,1.26961
-0.609097,-0.72499,0.927878
-2.39273,1.42523,0.752844
-1.6385,1.74448,1.32663
2.26874,0.392055,0.409817
2.43866,0.794735,0.349911
1.72752,-0.0489536,1.03332
1.53479,-0.512887,0.879658
2.35167,2.37627,2.67343
1.883,2.60872,2.3493
-1.47167,-0.717598,0.363827
-2.75,-0.5,1.25
1.94037,-0.16287,0.440975
1.81375,-0.0912628,0.226338
1.67525,1.54391,1.61302
2.00127,1.31153,1.90097
-0.515953,-0.525451,0.927759
-2.75,-0.5,1.25
0.46816,2.22946,2.15535
0.091655,2.17695,1.95468
0.566539,-0.304502,0.360328
0.09803,-0.564661,0.850526
1.75744,-0.646115,1.85293
2.12166,-0.505176,2.00062
2.33478,-0.216162,0.308532
1.94037,-0.16287,0.440975
-0.991768,2.0323,2.72911
-0.841034,1.44592,2.80708
0.303337,2.3064,0.930503
0.533828,2.01339,0.948032
1.16701,2.1913,1.99462
1.08543,1.6845,2.05411
2.50583,0.0933461,1.13811
2.47227,0.0680062,0.645424
0.312793,1.31805,0.601896
0.533828,2.01339,0.948032
1.33479,0.52554,1.84428
1.57962,0.564465,1.76682
1.57182,0.675539,0.131873
1.62493,1.04691,0.788102
2.08322,-0.129196,0.894439
1.72752,-0.0489536,1.03332
1.03964,1.27919,1.06496
1.68184,1.51288,1.06248
-0.732284,-0.39858,2.64249
-0.995533,-0.349802,2.09312
0.323993,2.37038,2.77408
0.46816,2.22946,2.15535
-2.26776,1.91757,2.48882
-2.315,2.37145,2.49799
-1.12029,1.27155,2.20467
-1.11717,1.37625,2.49224
-2.59588,2.47065,2.12381
-2.19777,2.47559,2.27006
0.331821,2.52445,0.493479
0.303337,2.3064,0.930503
1.20976,-0.299619,1.61933
0.799291,-0.451631,1.55441
-2.33067,1.94248,1.04345
-2.39273,1.42523,0.752844
2.74498,-0.221418,0.186658
2.33478,-0.216162,0.308532
2.65409,0.292675,2.25722
1.81553,0.0203037,2.17455
-0.545637,1.47735,2.83964
-0.841034,1.44592,2.80708
0.488943,-0.692962,1.67194
-2.75,-0.5,1.25
1.8576,-0.113105,0.170253
1.81375,-0.0912628,0.226338
-0.84766,1.94577,1.3225
-0.783074,1.70537,1.84307
-0.490237,2.45783,1.80692
-0.803647,2.29627,1.93752
-0.998924,-0.310496,0.335433
-0.894353,-0.465218,0.777809
2.65156,2.26694,0.32608
1.75713,1.97524,0.665062
-2.23102,1.42928,2.587
-1.80022,1.61107,2.57753
2.01102,2.02477,2.62264
2.07847,1.5698,2.60611
-0.46964,1.54254,2.34571
-0.571421,1.95568,2.13616
0.865374,-0.456615,0.94193
0.799291,-0.451631,1.55441
-1.34508,1.86974,2.82697
-0.991768,2.0323,2.72911
-2.54749,2.53209,0.83905
-2.33067,1.94248,1.04345
-0.196161,1.58826,1.72497
-0.0366567,2.10773,1.8854
1.08331,1.52126,2.50175
1.08543,1.6845,2.05411
2.35774,2.65775,1.38895
1.85007,2.45562,1.32306
-1.7947,1.73263,2.02827
-1.80022,1.61107,2.57753
-2.54165,3.49719,0.577255
-2.54749,2.53209,0.83905
0.951467,1.67965,1.90639
1.08543,1.6845,2.05411
-2.52177,4.48582,0.726312
-2.54165,3.49719,0.577255
1.92964,1.28411,1.88168
2.00127,1.31153,1.90097
0.177844,2.10806,1.68722
0.091655,2.17695,1.95468
1.75144,-0.539018,0.456798
1.94037,-0.16287,0.440975
-2.21985,4.56605,1.67626
-2.52177,4.48582,0.726312
-0.192413,2.37556,0.884038
-0.0634366,2.24394,0.808699
1.87786,1.39793,2.14993
2.00127,1.31153,1.90097
2.69411,2.12904,2.21067
2.35167,2.37627,2.67343
0.663912,2.09255,0.697677
0.533828,2.01339,0.948032
2.62772,-0.0666355,2.14189
2.65409,0.292675,2.25722
-1.23925,4.63221,1.86082
-2.21985,4.56605,1.67626
-0.262337,4.72837,2.05157
-1.23925,4.63221,1.86082
1.49301,0.581689,2.87884
1.72132,0.472869,2.32021
